price,bed,bath,description,address,address_g,meters_car,meters_walking,seconds_car,seconds_walking,laundry,type,availability,size,nonsmoking,parking,link,latitude,longitude
$600,1,0,Unique cozy 1 bedroom HEAT included available 10/1,402 Wisconsin Ave Waukesha WI US,"401-415 Wisconsin Ave, Waukesha, WI 53186, USA",,,,,,,available oct 01,0,False,,/apa/5212381440.html,43.009713,-88.234101
$590,0,1,$590 UWM STUDIO/ PARKING/ALL FREE UTILITIES&WI-FI;/FLEXIBLE LEASE,,"2947 N Oakland Ave, Milwaukee, WI 53211, USA",6131,5509,556,4184,,,available jul 01,0,False,,/apa/5215756494.html,43.072023,-87.887964
$540,0,1,Well what do we have here? Call Brook lane apts,,"8045-8061 N Sherman Blvd, Brown Deer, WI 53209, USA",17008,12748,927,9523,,,available oct 28,400ft2,False,,/apa/5215749655.html,43.16515,-87.965051
$600,2,1,3259 N 35th Street $100 off First Months rent,,"3230-3234 N 35th St, Milwaukee, WI 53216, USA",3577,3274,436,2440,,,available jul 01,0,False,,/apa/5211982424.html,43.078255,-87.957227
$600,2,0,Bright & Spacious 2 Bedroom,,,,,,,,,available oct 01,0,False,,/apa/5215674093.html,0,0
$599,2,1,5933 N 36 Street,,"5842 N 36th St, Milwaukee, WI 53209, USA",12285,8454,789,6356,,,available nov 15,0,False,,/apa/5215659432.html,43.12378,-87.957251
$550,1,1,Spacious 1 bdrm apt in 4unit,,"2910 W Capitol Dr, Milwaukee, WI 53216, USA",4898,4535,544,3407,,,available sep 15,0,False,,/apa/5207267227.html,43.089952,-87.949677
$475,1,1,One Bedr $475 a month,,,,,,,,,available oct 01,440ft2,False,,/apa/5215629484.html,0,0
$525,1,1,Remodeled 1BD 1 BATH W/Hardwood Floors,3722 N 76th St at Nash Street Milwaukee WI US,"3722 N 76th St, Milwaukee, WI 53222, USA",,,,,,,available nov 01,550ft2,False,,/apa/5202822170.html,43.084749,-88.007054
$595,1,1,"Remodeled 1bd Inc. HEAT, HW, etc SEP 1st",7177 W Appleton Ave Milwaukee WI US,"7304 W Potomac Ave, Milwaukee, WI 53216, USA",,,,,,,available sep 15,625ft2,False,,/apa/5202606246.html,43.086567,-88.002462
$550,1,1,2ND FLR 1BD 1BATH PARKING INCLUDED!!,7137 Appleton Ave Milwaukee WI US,"7125 W Appleton Ave, Milwaukee, WI 53216, USA",,,,,,,available oct 01,625ft2,False,,/apa/5202604585.html,43.085699,-88.000765
$550,1,1,1BD 1Bath 2nd Floor Great Loaction,7157 Appleton Ave Milwaukee WI US,"7137-7139 W Appleton Ave, Milwaukee, WI 53216, USA",,,,,,,available oct 01,625ft2,False,,/apa/5211725016.html,43.086025,-88.00103
$575,3,1,Beautiful 3bdrm treasure trove,,"1529 W Orchard St, Milwaukee, WI 53204, USA",,,,,,,available oct 15,0,False,,/apa/5215491050.html,43.0158,-87.9317
$550,0,0,Van Buren-- Rent Special 1/2 off 1st full month's rent,,,,,,,,,available oct 01,255ft2,False,,/apa/5204767391.html,0,0
$550,1,1,FIRST MONTH FREE!,3354 S Whitnall Avenue Milwaukee WI US,"3371 S Whitnall Ave, Milwaukee, WI 53207, USA",9638,9342,625,7115,,,available jul 27,0,False,,/apa/5193797388.html,42.982985,-87.905674
$600,1,shared,"LARGE LIVING AND DINING ROOM, GATED APARTMENT COMMUNITY",,,,,,,,,,415ft2,False,,/apa/5215319901.html,0,0
$600,2,1,2806 N 28th Street - 2 Bedroom Lower,2806 N 28th Street Milwaukee WI US,"2815A N 28th St, Milwaukee, WI 53210, USA",2401,2119,275,1586,,,available sep 10,0,False,,/apa/5215435617.html,43.069928,-87.948686
$565,1,1,HEAT INCLUDED-1 BEDROOM,2327 W Michigan Milwaukee WI US,"605 N 23rd St, Milwaukee, WI 53233, USA",2664,2664,387,2008,,,available oct 01,0,False,,/apa/5215392854.html,43.037496,-87.941616
$595,2,1,Large 2 bedroom!,9923 W Fond Du Lac Milwaukee WI US,"9905-9909 W Fond Du Lac Ave, Milwaukee, WI 53224, USA",12708,12311,1083,9329,,,available sep 01,0,False,,/apa/5215364535.html,43.136002,-88.035544
$500,0,1,Great Location STUDIO (HEAT INCLUDED),2632 South 7th St Milwaukee WI US,"2668 S 7th St, Milwaukee, WI 53215, USA",7492,7557,619,5720,,,available sep 01,0,False,,/apa/5215372775.html,42.996141,-87.920108
$250,0,0,"Room, Heat, Cable TV, Fridge, Microwave 803 S. 3rd St",803 South 3rd St Milwaukee WI US,"803 S 3rd St, Milwaukee, WI 53204, USA",,,,,,,available oct 01,0,False,,/apa/5215363140.html,43.022957,-87.914143
$500,0,1,Great Location STUDIO (HEAT INCLUDED),2632 South 7th St Milwaukee WI US,"2668 S 7th St, Milwaukee, WI 53215, USA",,,,,,,available sep 01,0,False,,/apa/5215362037.html,42.996141,-87.920108
$600,2,1,Apt for rent,,,,,,,,,available oct 01,0,False,,/apa/5181335677.html,0,0
$600,2,1,Large updated unit! HEAT INCLUDED!! Just in time for winter,828 W Windlake Milwaukee WI US,"828 W Windlake Ave, Milwaukee, WI 53204, USA",,,,,,,available oct 01,0,False,,/apa/5215359126.html,43.010045,-87.922103
$525,1,1,"1 Bedroom Apartment, Available Now in Convenient West Allis location",1233 S 56th Street at National West Allis WI US,"1211-1215 S 56th St, West Allis, WI 53214, USA",,,,,,,available sep 10,0,False,,/apa/5169447172.html,43.018846,-87.983086
$525,2,1,3523 N 23rd Street - 2 Bedroom Loer,3523 N 23rd Street Milwaukee WI US,"3513 N 23rd St, Milwaukee, WI 53206, USA",3805,3342,479,2475,,,available mar 27,0,False,,/apa/5202986944.html,43.082659,-87.941086
$555,2,1,1438 W Atkinson Ave Apt 1 (2nd Floor),1438 W atkinson ave milwaukee WI US,"1421 W Atkinson Ave, Milwaukee, WI 53206, USA",5374,3959,386,2924,,,available may 29,0,False,,/apa/5199143807.html,43.086244,-87.92895
$550,2,1,1608A W Clarke St - 2 Bedroom Upper,1608 W Clarke St Milwaukee WI US,"1600-1606 W Clarke St, Milwaukee, WI 53206, USA",1546,1422,276,1066,,,available aug 28,0,False,,/apa/5194707944.html,43.065912,-87.932783
$445,0,1,1832A S 18th Street - Lower Studio,1832 S 18th Street Milwaukee WI US,"1817 S 18th St, Milwaukee, WI 53204, USA",5182,5059,713,3856,,,available aug 13,0,False,,/apa/5170646686.html,43.010814,-87.935514
$550,1,1,1331 Minnesota Ave - 1 Bedroom Lower,%601331 Minnesota Ave South Milwaukee WI US,"1307 Minnesota Ave, South Milwaukee, WI 53172, USA",19829,18936,1243,14173,,,available apr 01,0,False,,/apa/5199146421.html,42.912547,-87.867385
$525,2,1,3405A N 10th Street - 2 Bedroom Upper,3405 N 10th Street Milwaukee WI US,"3415A N 10th St, Milwaukee, WI 53206, USA",4786,3574,338,2628,,,available aug 31,0,False,,/apa/5199356032.html,43.08033,-87.923685
$595,1,1,2106 South 96,96 west allis WI US,"2113 S 96th St, West Allis, WI 53227, USA",15298,11887,845,8796,,,available oct 01,0,False,,/apa/5186268617.html,43.005808,-88.03246
$550,1,1,2111 13th Ave - 1 Bedroom So. Milwaukee Upper,,,,,,,,,available sep 01,0,False,,/apa/5201291659.html,0,0
$525,1,1,2910A S Ellen Street - 1 Bedroom Upper,2910 S Ellen Street Milwaukee WI US,"2909 S Ellen St, Milwaukee, WI 53207, USA",10993,9342,737,7121,,,available aug 06,0,False,,/apa/5211693459.html,42.989722,-87.887363
$585,1,1,FRANKLIN-1 Bedroom,,"11950 W St Martins Rd, Franklin, WI 53132, USA",25986,20756,1422,15526,,,available oct 04,750ft2,False,,/apa/5175840211.html,42.90893,-88.063209
$585,1,1,NEW BERLIN ONE BEDROOM,,"7600-7606 S North Cape Rd, Franklin, WI 53132, USA",26087,20856,1436,15595,,,available oct 04,750ft2,False,,/apa/5175845718.html,42.908726,-88.063188
$585,1,1,OAK CREEK,,"7501-7577 S North Cape Rd, Franklin, WI 53132, USA",26131,20900,1440,15625,,,available sep 04,750ft2,False,,/apa/5175836118.html,42.908852,-88.063316
$585,1,1,HALES CORNERS ONE BEDROOM,,"7501-7577 S North Cape Rd, Franklin, WI 53132, USA",,,,,,,available oct 04,750ft2,False,,/apa/5175852223.html,42.908883,-88.063231
$575,1,1,"1 bedroom, upper, clean, quiet, off street parking, wash/dry",2501 S Browns Lake Dr Burlington WI US,"1110 Main St, Union Grove, WI 53182, USA",,,,,,,available oct 01,0,False,,/apa/5215305451.html,42.686063,-88.051944
$535,1,1,"Very Nice 1br Second Flr Apartment, Wall to Wall, Spacious.",3812 N 26th at W Vienna St Milwaukee WI US,"3803 N 26th St, Milwaukee, WI 53206, USA",,,,,,,available sep 15,0,False,,/apa/5215280766.html,43.086344,-87.945874
$500,1,1,"1 Bed Upper, Bright Spaces, Quiet",Erie Street at Hamilton Racine WI US,"604 Hamilton St, Racine, WI 53402, USA",,,,,,,available aug 10,0,False,,/apa/5215269789.html,42.735744,-87.787285
$600,1,0,Large 1 bedroom apartment in Waukesha-Heat Included,1711 Elder St Waukesha WI US,"1700 Elder St, Waukesha, WI 53188, USA",33602,28171,1606,20956,,,available sep 15,0,False,,/apa/5215240439.html,43.020638,-88.254157
$450,3,1,Upper Duplex 2BR 1BA Manitowoc - 1/2 off 1st Months Rent!,,,,,,,,,available sep 15,0,False,,/apa/5183347166.html,0,0
$450,2,1,"2 Bedroom/1 Bath, Upper Duplex - Manitowoc 1/2 off 1st Months Rent!",10th st at Division Manitowoc WI US,"1516 S 10th St, Manitowoc, WI 54220, USA",126201,124340,4492,90959,,,available sep 15,0,False,,/apa/5183348416.html,44.080372,-87.661414
$425,2,1,2BR/1BA Upper at 3120 N 41st St Available October 15,41st at Burleigh St Milwaukee WI US,"3120 N 41st St, Milwaukee, WI 53216, USA",3941,3555,447,2634,,,available oct 15,0,False,,/apa/5194593221.html,43.075691,-87.964096
$525,1,1,Terrific 1BDRM/1BA in Milwaukee,,,,,,,,,available sep 01,0,False,,/apa/5171102832.html,0,0
$450,1,1,1 bedroom apartment,,,,,,,,,available sep 01,0,False,,/apa/5191713302.html,0,0
$600,2,1,Nice 2 bedroom lower/$600,,,,,,,,,available sep 01,0,False,,/apa/5210109250.html,0,0
$425,1,1,1 bedroom upper apt. in South Milwaukee,1209 15th ave at Chestnut South Milwaukee WI US,"1201 15th Ave, South Milwaukee, WI 53172, USA",19040,18115,1161,13573,,,available oct 01,0,False,,/apa/5215241596.html,42.918751,-87.871081
$565,1,1,4848 N. Port Washington Rd. #1,4848 N Port Washington Rd Glendale WI US,"4859 N Port Washington Rd, Glendale, WI 53217, USA",7706,6754,524,5110,,,available aug 20,0,False,,/apa/5181871069.html,43.105386,-87.916935
$599,1,1,2459 S. 99th St. #1,2459 S 99th St West Allis WI US,"9843 W National Ave, West Allis, WI 53227, USA",,,,,,,available sep 15,0,False,,/apa/5181890041.html,43.000074,-88.035687
$550,2,1,Nice 2 bedroom lower/$550,,,,,,,,,available sep 05,0,False,,/apa/5210111305.html,0,0
$600,2,1,2bdrm second floor $600,,,,,,,,,available sep 15,1000ft2,False,,/apa/5193361497.html,0,0
$600,2,1,Cathedral Garden Apartments with Rent Special,4424 N 92nd Street at Grantosa Milwaukee WI US,"4401-4543 N 92nd St, Milwaukee, WI 53225, USA",,,,,,,available oct 01,0,False,,/apa/5215171280.html,43.097923,-88.027688
$600,1,1,Grant Court Apartments Incredible Value,10119 W Grant Ct West Allis WI US,"10131 W Grant Ct, West Allis, WI 53227, USA",,,,,,,available oct 01,0,False,,/apa/5205927268.html,43.005087,-88.039048
$550,1,1,Greenfield Apt. $200 off rent,3301 S 100th Street at Oklahoma Ave Greenfield WI US,"3100-3398 S 100th St, Milwaukee, WI 53227, USA",16774,13646,924,10120,,,available oct 01,0,False,,/apa/5215156610.html,42.983522,-88.037567
$595,2,1,Lovely Apt. in Nice Area w/ Eat-In Kitchen!,,"6526 W Cleveland Ave, Milwaukee, WI 53219, USA",12127,10240,913,7614,,,available sep 02,0,False,,/apa/5178686475.html,42.9959,-87.9944
$530,2,0,NW- Milwaukee,,,,,,,,,available oct 01,0,False,,/apa/5215120423.html,0,0
$515,1,1,Cozy & Quiet!,49TH at FOREST HOME Milwaukee WI US,"4904 W Forest Home Ave, Milwaukee, WI 53219, USA",11409,9338,924,7033,,,available sep 01,0,False,,/apa/5178681704.html,42.984473,-87.975485
$595,1,1,Spacious Greenfield APT.,35TH at Howard Avenue Greenfield WI US,"2322 W Halsey Ave, Milwaukee, WI 53221, USA",13280,9854,876,7419,,,available sep 01,0,False,,/apa/5211732380.html,42.9549,-87.9447
$600,2,1,Nice upper 2 BR,Galena at 37 Milwaukee WI US,"3728 W Galena St, Milwaukee, WI 53208, USA",2801,2549,303,1885,,,available sep 01,1000ft2,False,,/apa/5167748112.html,43.051697,-87.960856
$595,0,1,All New Unit Lower EASTSIDE (Abc Management INC. ),N Farwell at E Albion Milwaukee WI US,"1505 N Farwell Ave, Milwaukee, WI 53202, USA",,,,,,,available sep 05,500ft2,False,,/apa/5202397762.html,43.049996,-87.895217
$595,0,1,All New Unit Lower EASTSIDE (Abc Management INC. ),N Farwell at E Albion Milwaukee WI US,"1600-1604 N Franklin Pl, Milwaukee, WI 53202, USA",,,,,,,available aug 01,500ft2,False,,/apa/5202401662.html,43.0506,-87.8968
$600,2,1,2 br Upper,36 Milwaukee WI US,"211 N 36th St, Milwaukee, WI 53208, USA",,,,,,,available sep 01,0,False,,/apa/5215122531.html,43.033012,-87.959096
$574,2,0,2225A W Orchard,,"1529 W Orchard St, Milwaukee, WI 53204, USA",,,,,,,available aug 14,0,False,,/apa/5172089194.html,43.0158,-87.9317
$550,1,1,$800 Move In Special Large 1BED,N Teutonia at W Villard Milwaukee WI US,"801-899 N 18th St, Milwaukee, WI 53233, USA",,,,,,,available oct 01,500ft2,False,,/apa/5200739225.html,43.0407,-87.9357
$600,2,1,Large 2BED With HEAT,W Bobolink Ave at N Teutonia Ave Milwaukee WI US,"2800-2830 W Bobolink Ave, Milwaukee, WI 53209, USA",,,,,,,available sep 15,1050ft2,False,,/apa/5189603883.html,43.12461,-87.946386
$500,1,1,All New Fully Remodeled Units,W Kilbourn at N 24th Milwaukee WI US,"915 N 24th St, Milwaukee, WI 53233, USA",2237,2236,254,1671,,,available oct 01,600ft2,False,,/apa/5200797566.html,43.042155,-87.943368
$600,2,1,Large 2BED With HEAT,W Bobolink Ave at N Teutonia Ave Milwaukee WI US,"2800-2830 W Bobolink Ave, Milwaukee, WI 53209, USA",11812,8057,714,6077,,,available sep 15,1050ft2,False,,/apa/5189610707.html,43.12461,-87.946386
$600,2,1,Large 2BED With HEAT,W Bobolink Ave at N Teutonia Ave Milwaukee WI US,"2800-2830 W Bobolink Ave, Milwaukee, WI 53209, USA",11812,8057,714,6077,,,available sep 01,1050ft2,False,,/apa/5187850219.html,43.12461,-87.946386
$600,2,1,Large 2BED With HEAT,W Bobolink Ave at N Teutonia Ave Milwaukee WI US,"2800-2830 W Bobolink Ave, Milwaukee, WI 53209, USA",11812,8057,714,6077,,,available sep 15,1050ft2,False,,/apa/5202418129.html,43.12461,-87.946386
$600,2,1,Large 2BED With HEAT,W Bobolink Ave at N Teutonia Ave Milwaukee WI US,"2800-2830 W Bobolink Ave, Milwaukee, WI 53209, USA",11812,8057,714,6077,,,available sep 05,1050ft2,False,,/apa/5202399326.html,43.12461,-87.946386
$475,1,1,Large 1BED W/ Appliances,W Mckinely at N 32nd Milwaukee WI US,"3243-3245 W McKinley Blvd, Milwaukee, WI 53208, USA",,,,,,,available sep 01,0,False,,/apa/5184103571.html,43.047189,-87.954998
$520,1,0,One bedroom apartment/suite in West Allis,,,,,,,,,available oct 10,0,False,,/apa/5215088160.html,0,0
$540,0,1,MOVE IN NOW -- HALF OFF FIRST MONTH'S RENT! Heat Included! Call today!,4601 S 1st Street Milwaukee WI US,"4626-4640 S 1st St, Milwaukee, WI 53207, USA",,,,,,,available sep 10,0,False,,/apa/5215067838.html,42.960771,-87.911114
$575,2,1,Large Lower 2 Bedroom With Appliances - Available October 1,35th at Lloyd St Milwaukee WI US,"3914 W Vliet St, Milwaukee, WI 53208, USA",,,,,,,available oct 01,0,False,,/apa/5193277989.html,43.0488,-87.9625
$500,2,1,"Brick, Cozy Upper Duplex Available November 1",32nd at Oriole Dr Milwaukee WI US,"5833 N 32nd St, Milwaukee, WI 53209, USA",,,,,,,available nov 01,0,False,,/apa/5194607812.html,43.123555,-87.952938
$580,1,0,"MOVE IN NOW, 1 BEDROOM TOWNHOUSE",,,,,,,,,,0,False,,/apa/5214894870.html,0,0
$550,3,2,"Great Fitness Center, On Site Laundry Center, Study Rooms",1824 East Park Place Milwaukee WI US,"1805 E Park Pl, Milwaukee, WI 53211, USA",,,,,,,available sep 10,1000ft2,False,,/apa/5215027048.html,43.067312,-87.88759
$450,0,1,Studio available immediately,,"400-498 E Clarke St, Milwaukee, WI 53212, USA",,,,,,,available sep 15,600ft2,False,,/apa/5215014332.html,43.065712,-87.905485
$540,1,1,1 BR Upper in Quiet Neighborhood in Greenfield,39th at barnard greenfield WI US,"4825 S 39th St, Greenfield, WI 53221, USA",14951,12085,852,9046,,,available sep 15,0,False,,/apa/5204823611.html,42.956823,-87.964257
$600,2,1,RENT SPECIAL $600 Great Location Large bedrooms,,"9905-9909 W Fond Du Lac Ave, Milwaukee, WI 53224, USA",12678,12281,1081,9308,,,available sep 01,0,False,,/apa/5214963553.html,43.136156,-88.035744
$525,1,1,Brewers Hill/RiverWest- Studio,,"510 E Lloyd St, Milwaukee, WI 53212, USA",3189,2686,413,2000,,,available oct 01,600ft2,False,,/apa/5191355243.html,43.057788,-87.905045
$525,1,1,Brewers Hill/RiverWest- Studio,,,,,,,,,available oct 01,600ft2,False,,/apa/5187814598.html,0,0
$585,2,1,Spacious Second Floors 2br in Upper Duplex,2911 N 29th St at W Locust Milwaukee WI US,"2909 N 29th St, Milwaukee, WI 53210, USA",2979,2394,330,1795,,,available jul 25,0,False,,/apa/5200649053.html,43.071875,-87.949876
$550,1,1,"Very Nice 1+ Br Apartment, Second Floor Rear Walkup on Tree Lined St.",3516 N 15th Street at W Keefe Milwaukee WI US,"3501-3523 N 15th St, Milwaukee, WI 53206, USA",5189,3454,389,2568,,,available sep 01,0,False,,/apa/5191202810.html,43.08199,-87.929785
$535,1,1,"Very Nice One Bedroom Walkup, Updated !!",3812 N 26th Street at W Vienna Milwaukee WI US,"3803 N 26th St, Milwaukee, WI 53206, USA",,,,,,,available jul 18,0,False,,/apa/5191189220.html,43.086344,-87.945874
$570,1,1,1 Bedroom country apartment,,,,,,,,,available sep 10,0,False,,/apa/5214825652.html,0,0
$595,2,1,2BR- Northwest Milwaukee,,"7908 W Bender Ave, Milwaukee, WI 53218, USA",,,,,,,available sep 01,0,False,,/apa/5211012485.html,43.13241,-88.009703
$595,2,1,2BR- Northwest Milwaukee,,"7908 W Bender Ave, Milwaukee, WI 53218, USA",,,,,,,available sep 01,0,False,,/apa/5211010360.html,43.13241,-88.009703
